,marketplace,customer_id,review_id,product_id,product_parent,product_title,product_category,star_rating,helpful_votes,total_votes,vine,verified_purchase,review_headline,review_body,review_date,Sentiment
522,US,45977717,R2DVFZW5PGE18Y,B000UVWGGK,966749782,Broan 403004 30 In. Stainless Steel Ducted Range Hood,Major Appliances,5,0,0,N,Y,Five Stars,Loved it very quite.,8/27/15,POSITIVE
523,US,39802301,R3D0MDO5402SBD,B00FF3A90S,851757107,Ancona Presto Pyramid White Stainless Steel Wall Mount Range Hood,Major Appliances,4,4,5,N,Y,Four Stars,works and looks great,8/27/15,POSITIVE
524,US,14602247,R37QULNF4RHX7E,B00KJ07SEM,313983847,GE MWF SmartWater Compatible Water Filter Cartridge - Refrigerator,Major Appliances,4,0,0,N,Y,"the filter is fine, I am happy with it - No fault ...","the filter is fine, I am happy with it - No fault of the company, but I was hoping for more that just a chlorine odor and taste filter. If smart water has a more comprehensive filter, then I would purchase it from them next time - Water and Ice cube taste is much improved with this filter",8/27/15,POSITIVE
525,US,49586479,R3G6DYROL7KJ2Z,B00KJ8ZSLE,478988190,"AP3131941 - New Dryer Heater High Limit Auto Reset Thermostat for Whirlpool, Kenmore, Roper and Sears",Major Appliances,5,0,0,N,Y,Five Stars,"Worked great, fixed the dryer for less than $10.",8/27/15,POSITIVE
526,US,51672240,R2MF39UIC5LPOV,B007MU1SOS,707595275,7.0 Cu. Ft. Capacity DuraDrum Electric Dryer with HE Sensor Dry ‚Äì White,Major Appliances,1,2,2,N,N,No!,"Do not buy this dryer. I had a different model of GE dryer that was durable and worked great for 30 years, so I wanted to get another GE and selected this model. The knobs are incredibly flimsy. Three of the four knobs broke after less than half a dozen uses. Only one knob lasted about a year and a half before it broke. Now I'm down to using pliers. I will never buy another GE product.",8/27/15,NEGATIVE
527,US,20694595,R3GDOGPIMZFQJ9,B008UEJS7Y,683935537,"Golden Vantage 30"" Under Cabinet Stainless Steel Range Hood GV-R01-75 With Baffle Filter",Major Appliances,5,0,0,N,Y,One of the best investment and great custom service.,"One of the best investment I made given we cook Indian food at least twice a day :)  Fan/motors are very powerful and almost eliminates cooking smell. I like the auto-sensing feature which detects gas/smell leak. Many time it has saved milk/tea overflow because it turns on the fan which remind us to take an action.<br /><br />After a year, the gas sensor broke and I contacted customer service. They immediately shipped a new gas sensor. While inserting this gas sensor, it blew up the circuit-board and they shipped a new one immediately.<br /><br />In short, customer service is great. Thanks Alex.",8/27/15,POSITIVE
528,US,2133482,RPSF8VLJVJS4J,B00LAP09FU,708320891,"BQLZR White Plastic Water Filter RO Water Tank 1/4"" Ball Valve Tube 3.2G Pack of 5",Major Appliances,1,0,1,N,Y,One Star,I buy this but receibed othe thing,8/27/15,POSITIVE
529,US,46829761,R157ERY392N0Q6,B004J67SHO,510644842,Avanti Portable Party Pub,Major Appliances,1,0,0,N,N,BAD INVESTMENT,THIS ITEM IS NOT REPAIRIBLE. BAD PRODUCT,8/27/15,NEGATIVE
530,US,37998268,R823OJE0MJI43,B00NJ7HJMI,183235240,SPT WC-3302US 33-Bottle Under-Counter Wine Cooler Commercial Grade,Major Appliances,4,3,4,N,Y,Nice Wine Cooler,"The motor does have a good hum to it, but overall, it's a nice cooler.  So my only complaint would be the motor, but it's not a deal-breaker.",8/27/15,MIXED
531,US,37613623,R1WT25RTC682GN,B00LMVFL6E,89293680,"Samsung NX58H9500WS Slide-In Stainless Steel Gas Range with 5 Sealed Burners, 30-Inch",Major Appliances,4,0,0,N,Y,Four Stars,I am enjoying it very much. Cooks evenly.,8/27/15,POSITIVE
532,US,28879895,R626BU5BF6Y0W,B00UYB67LG,982221734,"McClure's Gap Seals, Set of 2, Black, White, or Clear, Flexible Silicone, Seal the Gap Between Your Stove and Counter Top, Heat Resistant, Dishwasher Safe, Non-Slip, Will Not Warp",Major Appliances,5,0,0,N,Y,Work great and stay put!!,After having these seals on my stove for a couple of weeks I'm very satisfied with them. They are easy to cut down to the length needed and stay put. Also easy to clean. I researched this item a lot before buying and took the chance with this one and I'm happy I did. I also like the fact that the McClure's show personalized care if there are any problems in the future with these seals. That helps buyers a lot.,8/27/15,POSITIVE
533,US,16471408,R24SJ1JQ4605RD,B00ECPI8IA,71769813,Nostalgia Electrics EWC008BLK 8-Bottle Wine Chiller,Major Appliances,5,0,0,N,Y,Wine The Right Temp,"Fantastic little fridge, keeps perfect temp, no complaints. Used to keep wine in the regular fridge, the difference in taste is amazing.",8/27/15,POSITIVE
534,US,41758951,R3CP05QP847IKA,B00OTYK3O6,617625937,EasyGo Washer Mobile Hand Powered Washing Machine,Major Appliances,5,0,0,N,Y,Five Stars,Great!,8/27/15,POSITIVE
535,US,51588132,R253NCGI7H2QI9,B000DZFTEO,252473721,"Builder's Best 100017 4""X8¬¥ CLEAR DUCT",Major Appliances,5,0,0,N,Y,Fun for ferrets too,I bought this for my Ferrets as an alternative to the more pricey play tubes out there and they love it. So does my cat who watches them run through it because it's clear. I will have to replace it though because the wires are starting to poke out and I'm scared one of them will take one to the eye. BUT that is not typically what they are used for so that should not effect the products ultimate rating.,8/27/15,POSITIVE
536,US,10763744,R35S7UTE4WUUV9,B00PM0AHZG,707095527,"Ikea Fornybar Freezer Bags , 1 Qt. Blue 50 Packs",Major Appliances,3,0,0,N,Y,These are very standard plastic bags made of thin plastic ...,These are very standard plastic bags made of thin plastic. For the price I'm not surprised by the below average quality.,8/27/15,NEGATIVE
537,US,36842751,R1V6LQYYQH9O28,B00F23X8DQ,847660077,"PART # 3387134 AND 3392519 GENUINE REPLACEMENT CLOTHES DRYER THERMOSTAT & BLOWER FUSE KIT FOR WHIRLPOOL, KENMORE, SEARS, ROPER, KITCHENAID, ESTATE, AND ADMIRAL",Major Appliances,5,0,0,N,Y,Yes you can fix it yourself,Easy install that worked perfectly.  Note the orientation of the original part when removing.  Crossed wires have caused problems in the past.,8/27/15,POSITIVE
538,US,49495202,R24SZDZ9XX4MX5,B003IWI7HA,795043696,Paramount 004402388000 Clear O3 Ozone Water Purifying System 004-402-3880-00,Major Appliances,5,1,1,N,N,Great System,"This unit was installed by my pool contractor and has performed flawlessly for many years.  Although I have a salt water generator, you could just have this and chlorine tablets for a small residual when the pump isn't running.  The bulb is replaceable.  No scum line around the tile.<br /><br />Haven't had to shock the pool water to make the chlorine useful again, because it provides a continuous shock.  If I notice algae, I generally let the filter take it out.  I do check the phosphate level and keep it near zero to prevent an algae bloom.  I add Kem-Tek Ultra Clarifier to remove algae if the filter isn't removing it.  My research indicates that the time it takes ozone to kill germs is something like 14 minutes, whereas for chlorine, it is 15 hours.  So when we are swimming, we make sure the pump is on.",8/27/15,POSITIVE
539,US,19357312,RXMOJ2K6G5AZV,B005UF6932,659639560,"Cooler World -  Alabama CRIMSON TIDE Cooler Water Dispenser - Freestanding -  13.5"" X 36.5""",Major Appliances,5,0,0,N,Y,Five Stars,Awesome!!!,8/27/15,POSITIVE
540,US,37332334,R1ZP7LZ2M1BY7Y,B00GIR6PBM,130714648,Gap Cap for Stovetops,Major Appliances,5,0,0,N,Y,put your cap on,works perfectly. It's especially nice that you offer a choice of colors.,8/27/15,POSITIVE
541,US,13858329,R1J9NTW9L7BRBR,B004L99SWW,262639731,"MaxRed Meat Probe Thermometer Gauge Thermistor for Thermador, BOSCH, BSH range stove, oven, grill, baker",Major Appliances,1,0,1,N,Y,Too short. About 5 inches shorter than my original ...,Too short.  About 5 inches shorter than my original.,8/27/15,NEGATIVE
542,US,18544702,R2R521HWR74PDM,B00KIZUGBA,88440165,Lg Ultra-Large Capacity High Efficiency Top Load Washer with Matching ELECTRIC Dryer (WT4970CW_DLE4970W),Major Appliances,5,1,1,N,Y,Five Stars,I Love it.,8/27/15,POSITIVE
543,US,26976013,R2V6PXBBC9ZPKZ,B004NXUJ60,523301568,MICROWAVE CAVITY PAINT 98QBP0302,Major Appliances,3,0,1,N,Y,I never used this for my wife insisted we buy ...,I never used this for my wife insisted we buy a new microwave after I bought this. I did contact GE and they gave me a 20$ credit  and said not to worry about  paint peeling off. Tell that to your wife! That was OK because I read some reviews which made it sound alittle difficult to use.,8/27/15,NEGATIVE
544,US,13476463,R1K0GSJYQLZD1S,B008B7W40S,965640763,"Broan Model BPS1FA30 Range Hood Filter - 11-3/4"" X 14-1/4"" X 3/8""",Major Appliances,5,0,0,N,Y,Excellent,An excellent replacement!,8/27/15,POSITIVE
545,US,129448,R10JC3TKGUO7BT,B00E68POMQ,604301574,Assurant 3-Year Kitchen Appliance Protection Plan ($150-$174.99),Major Appliances,5,1,2,N,Y,Five Stars,good job,8/27/15,POSITIVE
546,US,26744714,RALQWCJTLR0KT,B009PC2UBQ,362145637,AKDY Freestanding Wine Cooler,Major Appliances,5,0,0,N,Y,Five Stars,"Very quiet, holds accurate temperature.  My wine is now safe :-)",8/27/15,POSITIVE
547,US,8356170,R2NGK3SCYR7SMP,B00F5M9QTO,202922187,PART # 349241T OR AP3098345 GENUINE FACTORY OEM DRYER DRUM SUPPORT ROLLER KIT FOR WHIRLPOOL KENMORE AND ROPER,Major Appliances,5,0,0,N,Y,Five Stars,Nice OEM part,8/27/15,POSITIVE
548,US,30209364,R5J0UVYSCJ3NM,B002HT0958,387104338,Mini Portable Countertop Spin Dryer,Major Appliances,4,1,1,N,Y,but you do have to keep adjusting loads to make sure they are super well balanced or it just clunks around,"It works well for my required use, but you do have to keep adjusting loads to make sure they are super well balanced or it just clunks around, but when you find the right balance it works very well. It does seem to leak around the middle quite a bit but I just place a bath towel underneath. Saves me a lot over drying time overall.",8/27/15,POSITIVE
549,US,42349283,RRFXG3WNGSPL6,B00KVMEFMQ,881981253,"SPT SD-2202S Countertop Dishwasher with Delay Start, Silver",Major Appliances,5,2,4,N,Y,SPT Rocks. Manual labor does not,"Living in NYC isn't easy. Apartments cost a ton to rent, and space comes at a premium (in fact, apartments that have built-in dishwashers are often $100-$200 more per month, which adds up fast). Unfortunately, I'm also extremely lazy in that I hate doing dishes every day, or ever for that matter. It was getting to the point where literal mountains of dishes were cluttering my already space limited counters. I woke up one day, and decided this needed to change. I asked myself, &#34;What's the cheapest way to solve the problem of unending dirty dishes?&#34;. So I logged on my favorite dating app and got myself a nice girlfriend.<br /><br />I thought all my problems were solved. I was wrong. Very wrong.<br /><br />It turns out that getting a girlfriend actually INCREASED the amount of dirty dishes. I was shocked. Saddened. Deeply disturbed. Every night, I curled up in to a ball among my dishes and cried myself to sleep, hoping my tears would wash away the dried up Indian curry from a month ago, or loosen the cheese cement attached to my mac n' cheese bowl. Alas, it did nothing. About to give up, I turned to my previous dishwasher-turned-girlfriend and begged for help. After refusing any sort of manual labor plea, we eventually turned to our online friends and discovered the SPT countertop dishwasher. It was a match made in heaven. The SPT easily gobbled up all my dish-related problems and spit out gorgeous, piping-hot, sparkling clean dishes. All I have to do is throw a little dishwasher detergent packet it, click the hose on to the sink, and fire that puppy up. The little SPT box is so whisper quiet, you can practically hear the dishes sigh in relief as they deep soak all the previous months of abuse and neglect away.<br /><br />Do yourself a favor. Don't get a girlfriend. Get a SPT countertop dishwasher instead.",8/27/15,NEGATIVE
550,US,31869072,R3L0LCRFJKA2PO,B00PGFGVB6,880148567,EasyGoDryer - Portable Electric Air Drying Clothes Dryer,Major Appliances,1,0,0,N,Y,"Ran it for a little while, it stopped I ...","Ran it for a little while, it stopped I tried to reset the timer but it stopped working, it melted a part that connected to the motor. I'm sending the package back.",8/27/15,NEGATIVE
551,US,2131939,R1MT06VZTMM985,B00MPZQR4Q,793009811,"Keystone KSTRC24CBP Compact Refrigerator with Wipe-Off Board Front, 2.4 Cubic Feet, Black",Major Appliances,5,0,1,N,Y,Five Stars,For my daughters college dorm its perfect and cute :),8/27/15,POSITIVE
552,US,15711659,R173PDRMVXTHJ2,B000VTW3KA,979642005,GE Cafe : CGS980SEMSS 30 Free Standing Gas Range with 5 Sealed Burners,Major Appliances,1,0,0,N,N,Stainless steel top scratches very easily when adjusting cooking grates,"Oven door glass shattered into a million pieces the first time I used the broiler. It was out of warranty, GE said tough luck. Research tells me this is NOT uncommon! Stainless steel top scratches very easily when adjusting cooking grates. The griddle non-stick surface peeled off in huge sheets (no flaking, full out SHEETS) fresh out of the box. That, the dealer replaced. Would NOT buy GE again.",8/27/15,NEGATIVE
553,US,12405454,RZS04T2P07HY5,B00BGV3EBO,74077438,Dux Industries Tabletop Plucker Chicken Defeather Commercial Cleaning Machine,Major Appliances,5,3,4,N,Y,works GREAT,"Despite shipping issues, this is a godsend.  Plucks ducks beautifully.  Scald at 150 for 3 minutes, quick rinse with hose, & off with the feathers!",8/27/15,POSITIVE
554,US,3152861,R2MV4CBF2JI2J0,B00DW1QC88,929535630,Clothes Fabric Lint Fuzz Pill Remover Sweater Shaver LB-288,Major Appliances,1,0,0,N,Y,wadte of money,Didn't turn on. Waste of money.,8/27/15,NEGATIVE
555,US,14967428,R3LKX82WG4VO0I,B002ZV0OJO,892941206,NewAir AW-121E 12-Bottle Thermoelectric Wine Cooler,Major Appliances,2,1,3,N,Y,It works and keeps the wines at 55 degrees or ...,"It works and keeps the wines at 55 degrees or whatever you choose.<br />Problem is . . . the space between shelves are so narrow, it is a pain to get any bottle out without a lot of jamming, disruption and hassle.",8/27/15,POSITIVE
556,US,16555999,R1O33R17XDXDV6,B00KVRK9J4,889918597,"SPT UF-114SS Upright Freezer, Stainless Steel , 1.1 Cubic Feet",Major Appliances,5,1,2,N,Y,Five Stars,Does what's it's supposed to do,8/27/15,POSITIVE
557,US,20145641,R20ZUK910U8WMX,B00EWDALK0,52868775,Whynter MRF-310DB 3.1 Cubic Feet Energy Star Stainless Steel Compact Refrigerator/Freezer,Major Appliances,5,2,2,N,Y,Five Stars,Love it!,8/27/15,POSITIVE
558,US,15611219,R3L8C1PS9T4UIN,B00IY7BNUW,874236579,Avalon Bay Portable Ice Maker,Major Appliances,5,0,0,N,Y,This ice maker is great! It makes ice really fast,"This ice maker is great! It makes ice really fast. The only drawback is that the ice is a little wet, which is fine if you're using it right away. If you're trying to store up extra in the freezer, you do have to let each basket full of ice freeze completely, break it up, then dump it in a larger container. If you dump each basket right into your larger container you'll wind up with a whole batch of ice that's all frozen together. All you have to do is freeze each seperate basket, break it up, and then dump it with the rest of the ice, and there's no problem.",8/27/15,MIXED
559,US,2310557,R3HYWOEHCKMYO2,B0073YCGK8,542519500,"Whirlpool WMH31017FS 1.7 Cu. Ft. Over-The-Range, Combination Microwave Oven, Stainless Steel, 1000 Watt",Major Appliances,5,0,0,N,Y,Five Stars,It's beautiful and works great!!!!,8/27/15,POSITIVE
560,US,44851086,RCGGBPT9TX9BI,B00FRJ5EWS,137548022,2016 Life Water Ionizer Next Generation M9 Counter-top,Major Appliances,5,2,2,N,N,I like my Next Gen,"I like my Next Gen. water ionizer.  I am less puffy and stiff and lost 2 lbs.  It took a month to get it?  But the sales rep. Jon was very helpful with questions and information.  There was some trouble with the credit card, but no problem with the machine.",8/27/15,POSITIVE
561,US,25198889,R1AAFZAB3OPJS7,B00KVPI8O4,744881301,"SPT RF-164SS Refrigerator with Energy Star, Stainless, 1.6 Cubic Feet",Major Appliances,5,0,0,N,Y,Five Stars,"Nice, works great.",8/27/15,POSITIVE
562,US,50542480,R39614M0NJG36X,B005DFKMEQ,69159511,New - EdgeStar 84 Can Beverage Cooler - Stainless Steel by Edgestar,Major Appliances,4,1,1,N,Y,Convenient Cooler,Like the size. It needs to be colder.,8/27/15,POSITIVE
563,US,35190894,R20099IQLK2YIN,B00MVVITWC,65800672,Freezer,Major Appliances,4,3,3,N,Y,The product itself works great so far,The product itself works great so far. My only complaint is that the bottom of the freezer was damaged during shipping even though they double boxed the product. There is a large dent but it does not seem to be affecting the product in any way so I will be keeping it.  My hope is that this product will last a long time as it holds a large amount of food.,8/27/15,POSITIVE
564,US,36396573,RRSB0LTYHUCV6,B002ZWR194,892941206,NewAir AW-121E 12-Bottle Thermoelectric Wine Cooler,Major Appliances,4,0,0,N,Y,Good value,"This is a light, quiet, efficient wine refrigerator.  Like most wine refrigerators the individual racks are tight and I had to push hard to get some of the bottles into the racks.  What this means, of course, is that the pressure will eventually wear down the metal.  But overall I am very pleased with this product.",8/27/15,POSITIVE
565,US,49676482,R13AV9TCFO3P3P,B00UYA73C4,982221734,"McClure's Gap Seals, Set of 2, Black, White, or Clear, Flexible Silicone, Seal the Gap Between Your Stove and Counter Top, Heat Resistant, Dishwasher Safe, Non-Slip, Will Not Warp",Major Appliances,5,0,0,N,Y,Five Stars,"These gap seals are great! Thanks, McClure's, for the fast shipment and delivery!",8/27/15,POSITIVE
566,US,19556327,R1UQBWDHXQTVBF,B00SNKU7VQ,197365398,Whirlpool W10295370A Compatible Water Filter - Refrigerator,Major Appliances,5,0,0,N,Y,Very Satisfied!,Works great and taste great.  Easy to install.  Make sure you run  enough water through initially until clear.  Arrived quickly.  No complaints.,8/27/15,POSITIVE
567,US,33607568,R3IIWJ0PE4MQJX,B00IQ9VKV0,482607302,Whirlpool 3977767 OEM Replacement Dryer Thermostat,Major Appliances,5,0,0,N,Y,Easy to install and fit as,arrived 2 weeks BEFORE scheduled date.  Easy to install and fit as stated,8/27/15,POSITIVE
568,US,11807947,RAVNPIK4OLZV6,B00C0DY0HO,731576423,Ereplacements 8565244R 15.25 Compatible Appliance Part Replaces,Major Appliances,5,0,0,N,Y,I am very well pleased with this part,"OH THANK YOU! I am very well pleased with this part, it works & was well pleased with the price. Since purchasing this, I have been able to dry my own clothes & don't have to depend on my mom's dryer.",8/27/15,POSITIVE
569,US,8887860,R139H054UR7W9V,B00DNSO2UK,316513931,Haier  Wine Cellar with Electronic Controls,Major Appliances,4,0,1,N,Y,The only thing keeping this from a 5 star is ...,The only thing keeping this from a 5 star is the rear right panel had a dent from shipping.  a minor dent.  It will be hidden in our RV and it wasn't a big enough issue to have it replaced.,8/27/15,NEGATIVE
570,US,45517772,R7UG0Y3BHOD0C,B00A3H2GNO,989068275,Smart+ Products SPP15AIM Portable Stainless Steel Ice Maker,Major Appliances,5,1,1,N,Y,Nice appearance. Scoop supplied is low quality and small ...,Ice is made quickly.  Quiet machine overall.  Nice appearance.  Scoop supplied is low quality and small but otherwise usable.,8/27/15,POSITIVE
571,US,43937463,R1Y2CXWBNMA7JB,B008RNPOIU,430777880,Indoor Lint Trap Filter,Major Appliances,5,0,0,N,Y,Dont hesitate get it..,This is an awesome product. I was drying loads two and three times. I installed this and ran it into my garage. 40 min dry cycles now on one load .Great buy..,8/27/15,POSITIVE
572,US,50803900,R1M04G1IJSY7IF,B00MUVT4MM,438867489,Services for You Floating Washing Machine Filter Bags(random Color),Major Appliances,3,12,13,N,Y,Does a good job of picking up the lint in my Panda ...,"Does a good job of picking up the lint in my Panda washer, but it comes apart very easily.  The main issues I had were the net came off and the floater top kept detaching.  The design of the hinge to for the top is not a good one for something that gets pushed around with force.  I used thin small plastic ties to secure the net to the plastic ring and have not had a problem with it again.  I was concerned that piercing the net with the plastic tie would cause it come apart, but it has been fine.<br /><br />The top was a different story.  I have fixed it 3 time now.  The first two times I used a plastic tie, looping it around to hold the floater 'arm' to the hinge base, but that eventually broke.  This last time I did the plastic tie again, but also used a piece of string, attaching it to the tie and looping it around the hinge base, weaving it in and out like I did the tie.  It has lasted 6 wash loads so far.<br /><br />The picture shows the tie through the 'arm' and hinge before I used the string.<br /><br />Knocking on wood that it holds up several more times before I have to repair again.",8/27/15,NEGATIVE
573,US,45530834,RE89PMYG24QHU,B00E6787KS,992823814,Assurant 2-Year Kitchen Appliance Protection Plan ($200-$249.99),Major Appliances,1,0,1,N,Y,One Star,good luck getting paid or replaced,8/27/15,POSITIVE
574,US,27483114,R1CS7MKW4UWVB,B008L4TNSC,489984761,"Eureka 48"" Stainless Steel Baffle Filter Under-cabinet Range Hood 900cfm",Major Appliances,5,0,0,N,Y,Great commercial high-end unit,"Great commercial high-end design and quality. Compared this unit to similar models and all were triple the price and of lesser quality. Also, they stand by their products. When I ran into an install issue it was quickly resolved by them via Amazon 'Contact Seller&#34; link that same day. You will not be disappointed.",8/27/15,POSITIVE
575,US,25345755,R2NLL7ISMM5QYQ,B00E8KC36M,754165796,"Kitchen Bath Collection STL75-LED Stainless Steel Wall-Mounted Kitchen Range Hood with High-End LED Lights, 30""",Major Appliances,4,89,94,N,Y,"We love it, but...","When it arrived, the touch panel didn't work. After requesting a return on Amazon, I was contacted by the company about possibly just checking to make sure the cables were all plugged in for the touch panel.  While the instructions that they sent were clearly for a different model hood (so I disassembled more than I had to trying to follow the directions) I was able to re-seat a few cables and tighten the screws behind the touch panel to get it working again.  Customer service was very helpful and friendly. We found that the LEDs (while very bright) were also VERY yellow-toned.  We replaced them with similar, but not so yellow bulbs that matched a little better with our under cabinet lighting.  Installation was pretty simple as well.  We had to run a vent outside (we had no vent there), so that took quite a bit of time, but once we had it in place, the hood went up very quickly, but did require two sets of hands. The buttons work very well, and are very responsive to touch, and the hood does a pretty good job blowing steam and smells outside. I know some have complained about the noise, but I have to say-- most of the noise comes from the duct work.  Running it straight out of the box with nothing hooked up, it seemed VERY quiet. After we have it hooked up to the outside vent, it's on the loud side, but still quieter than the over-the-range microwave vent that used to be installed in that space.  And it looks great. It's very professional-looking and sleek in person, and makes our builder-basic tiny kitchen look a little less builder-basic. Despite the two small issues we had, we were able to work around them, now that it's installed and the new bulbs are in, we're so happy with the purchase at this pretty incredible price. (Attaching a photo but this one has the new bulbs, not the ones that shipped with the hood.)",8/27/15,POSITIVE
576,US,15706758,R17E3EBESW1BH3,B00BXPEWDC,496426482,Waring Pro Snow Cone Maker,Major Appliances,5,0,0,N,Y,"Not Hawaiian shaved ice, but, a decent snow ...","Not Hawaiian shaved ice, but, a decent snow cone maker for the price.  We made over 50 in one day and it survived!",8/27/15,POSITIVE
577,US,49147012,RS14HQH4JX2VK,B0055UBB4O,423421857,Danby 0.7 cu.ft. Countertop Microwave,Major Appliances,3,0,0,N,Y,"Very low power, takes a long time to get ...","Very low power, takes a long time to get anything cooked. I can cook something out of the refrigerator for five minutes and part of it is piping hot and the other part is as cold as when I put it in. It works, but I have to cook for 1-3 minutes, wait 5, repeat until the heat radiates evenly.",8/27/15,POSITIVE
578,US,12321732,R2TSZUO04JWK4D,B001AH3K72,967013174,"Dundas Jafine UD48S 4""/90 Inlet, Straight Outlet",Major Appliances,2,0,1,N,Y,Two Stars,Thin piece of junk that's not air tight and catches lint.  We replaced it almost immediately.,8/27/15,NEGATIVE
579,US,46887907,R3KXO1Q9CY0B8D,B00E8KC36M,754165796,"Kitchen Bath Collection STL75-LED Stainless Steel Wall-Mounted Kitchen Range Hood with High-End LED Lights, 30""",Major Appliances,5,1,1,N,N,Five Stars,Great value and simple to install. Highly recommended!,8/27/15,POSITIVE
580,US,21103697,R1NGMLLX4E6Y3R,B00KMAYNB0,131763432,"Golden Vantage 30"" Island Mount Stainless Steel 870 CFM Powerful Cooking Vents Kitchen Fan LED Display Touch Control Range Hood",Major Appliances,5,0,0,N,N,Clock loses time.,I love the look of this very much. I installed it in 35 mins. by myself. The only problem is the digital clock keeps losing time. It's now up to a minute every two days. So I have to keep it off. I purchased this in April of this year. Other than that we love it.,8/27/15,POSITIVE
581,US,38411124,R311TL87ECSAH5,B00314WY0G,320787426,"4"" WHT DRYER VENT WIDE MOUTH",Major Appliances,5,0,0,N,Y,Perfect Fit!,"Perfect snug fit! Just like my previous one..although, the back plastic wasn't as long as my previous one..but it is perfect! Thanks so much!",8/27/15,POSITIVE
582,US,46883856,R1GLDUHFT6VHQ1,B00MMRFNNS,15863983,"Midea WHS-65LSS1 Compact Single Reversible Door Refrigerator and Freezer, 1.6 Cubic Feet, Stainless Steel",Major Appliances,5,0,0,N,Y,Spacious Mini Fridge,Great mini fridge. I bought this for the office to keep drinks cold. It's really spacious compared to similar models and best of all for the price of some other tacky colored fridges you get stainless steel!,8/27/15,POSITIVE
583,US,134337,R2PWJ3P1X7TOUA,B00NK0PUQG,451574990,125 Universal White Dishwasher Rack Tip Tine Cover Caps Just Push On to Repair,Major Appliances,3,0,0,N,Y,I know they should be tight if they are to ...,"I know they should be tight if they are to stay on, but they are very difficult to put on, almost as if they are too small.",8/27/15,NEGATIVE
584,US,12939917,R3SKSNRDT970Q7,B00NN11ZT8,998312251,"GE JS750EFES 30"" Slate Electric Slide-In Smoothtop Range - Convection",Major Appliances,3,12,14,N,N,"Attractive and Fits the Space, but Noisy","Attractive and fits, but oven fan is a gale wind.  The oven fan on this model (I have it in black) is on the whole time you are baking, and for a long time after you're done.  That would be fine, except it whistles like a gale wind.  So you have to listen to this throughout the preheating cycle, baking/broiling cycle and cool-down cycle.  That adds up to a lot of time.  Another annoyance is that you have to enter the temperature each time you turn on the oven.  My Maytag bake button defaulted to 350 if I would hit it twice.  This oven won't do a thing until you enter the temperature and then hit start.<br />Other than these two problems, I like the stove.  Of course, I've only had it for two days.",8/27/15,POSITIVE
585,US,40908384,R25HVLO0RH1U9O,B00CHWV3YG,703015547,Refrigerator Door Lock Kit - NO PADLOCK,Major Appliances,4,0,0,N,Y,My daughter pulled it off the refrigerator! Of course ...,"My daughter pulled it off the refrigerator!  Of course, she's very strong and refuses to listen.  It may work for you.",8/27/15,NEGATIVE
586,US,31903798,RW8AXB9CL08NU,B009VU6WXY,760623681,Samsung RF263BEAESR 25.6 Cu. Ft. Stainless Steel French Door Refrigerator - Energy Star,Major Appliances,5,7,10,N,Y,I love it!,It is roomy and organized. I love it!,8/27/15,POSITIVE
587,US,753802,R1UJP6VB3TLS6P,B0064FCQUM,339469698,Viking Range Grate Rubber Feet or Grate Bumper Package of 16 PD040035,Major Appliances,5,0,0,N,Y,Five Stars,they worked just fine  + cheap price with quallity,8/27/15,POSITIVE
588,US,26771886,R23JNMKOW16TIJ,B00MGVOI7C,791897234,Versonel VSL155TDSS LCD Temp Full Keg Kegerator Beer-Meister,Major Appliances,3,0,0,N,Y,The free prime shipping was too sweet a deal to pass up,"Nobody would fill the CO2 tank that it came with.  Had to buy a 5lb tank for $100 and they wouldn't even let me trade the 2.5lb tank.  I plan on installing some sort of insulation in the tapper neck, because every first pour is very foamy and I have to dump it out, probably because of the temperature difference in the neck versus in the refrigerator.  The free prime shipping was too sweet a deal to pass up.",8/27/15,NEGATIVE
589,US,38872882,R2XUZIBPN36ENZ,B001E6HVFG,163442732,Broan 422401 ADA Capable Under-Cabinet Range Hood,Major Appliances,5,0,0,N,Y,Great,It fits nicely with our other appliance theme. Love how the fan is not too loud when turned on to high.,8/27/15,POSITIVE
590,US,44214952,R4C0KO302F52,B00TKHBU0I,765867843,"LG PAIR SPECIAL-""WILD CHERRY RED"" Ultra Large Capacity Steam Laundry System with Matching Pedestals, and ELECTRIC Dryer(WM3370HRA_DLEX3370R_WDP4R X 2)",Major Appliances,3,3,3,N,Y,"Pretty is, as pretty does!!!","Not that crazy about the overall performance of these. They are pretty, but had an older model front loading washer w/out all the bells and whistles, which did a much better job of wringing out the clothes. The washer gets off balance pretty easily and shuts off. The dryer is not any better, as it balls everything up into a big mess.",8/27/15,NEGATIVE
591,US,511402,R336QTROFB6IY,B0052F5O7C,59101204,Danby DCR122BSLDD 4.3 Cu. Ft. Designer Compact Refrigerator - Black/Stainlees Steel,Major Appliances,5,0,0,N,Y,Five Stars,I love it works great has a couple dings bit a great price. Very happy!!,8/26/15,POSITIVE
