,marketplace,customer_id,review_id,product_id,product_parent,product_title,product_category,star_rating,helpful_votes,total_votes,vine,verified_purchase,review_headline,review_body,review_date,Sentiment
1132,US,25914664,RKJOC9BYNULOE,B00VROHYO8,574641057,Homegear Pro Countertop Ice Cube Maker / Machine,Major Appliances,1,2,2,N,Y,"Product doesn't work, unresponsive manufacture.","Product does not work, doesn't even pretend to work. Manufacture won't return calls and Amazon will take it back. I want to resend or a replacement product, I should not have to be fighting this battle.",8/22/15,NEGATIVE
1133,US,38734269,RLE8G8C9WWFK7,B00KCTTSP2,250513570,Frigidaire FGMV175QF 1.7 cu. ft. Over-the-Range Microwave Oven,Major Appliances,1,16,17,N,N,No reason to purchase this microwave!,"This Microwave is part of a line of completely worthless and pathetic appliances. Disposable microwave. We bought the micro, ref, and gas range...the dishwasher had a 1 1/2 star rating that we noticed after we first bought all four units. We canceled the dishwasher but foolishly and EXPENSIVELY purchased the remaining three. The service people were called out three times with nothing but excuses and fixes that lasted a few weeks to a couple weeks. We figured we were moving in a year so we didn't bother wasting more of our time. Their &#34;windows&#34; of service where ridiculous and forced us to end up taking four days off work for three visits. Why four...because one of the days they were supposed to be here between 10 and 2.......their technician called in sick which we didn't find out until 3:30 when they finally returned out call from 2:00 on the dot.<br /><br />This microwave looks great...the features seem decent enough. The problem is that the door latch broke loose inside the door which cannot be serviced...only replaced...the lowest bid from two local repair companies.....$260 bucks...this piece of garbage sells NEW on Amazon for $299.99.<br /><br />We considered buying it again because it matches the other appliances (ALL have major problems that either cant be fixed or cost nearly as much as a new unit) but here is no way I can let myself screw over the next owners as we have our house listed for sale. We are spending $125 more on a microwave that has a proven record...unfortunately it is also from the Electrolux Corporation that makes SOOOO many brands of appliances.<br /><br />I remodel kitchens for a living and I steer ALL clients away from the Frigidaire Gallery line of appliances. The problem with today's appliances isn't unique to low, middle or high end appliances. As far as service after the sale..they all suck. Don't buy &#34;newer&#34; models until folks have had time to review then after YEARS of use. I have a kitchen I did for a couple that spent nearly $25,000 on their Jenn-Air ovens, stove, refrigerator, dishwashers, and under counter ice machine. Every single one has had the repair guy out at least once...the two double ovens they bought...SEVEN visits, THREE control boards and underwhelming performance forced this couple to upgrade their entire kitchen to Viking.....not sure how much but probably in the realm of $40,000.<br /><br />My washing machine went out and I was looking at spending $1,200 until I looked at Consumer Reports...they rated mine high...but they rated a $350 top load machine higher...how could this be? My wife and I hate the front load machines so we decided this economy machine might work....We got it and WOW, it is great. Quiet, efficient and gets clothes clean for a family of six people. Its a GE ?RM1865....?<br /><br />Ramble, ramble, ramble....sorry! I have this microwave(now broken) and instead just buying the same one and pushing it onto the next owners of my house, I will spend $125 more so they don't have the same POS to deal with in two years. I will have to drill new mounting holes and install a new hanging plate on the back of the wall to boot! That's how much I DON'T recommend this or any other Gallery garbage!<br /><br />One more thing...this thing sounds like a Cessna throttling up for takeoff if you turn on the exhaust fan.....we used it a few times at the beginning, but it is just top loud.ent nearly $25,000 on their Jenn-Air ovens, stove, refrigerator, dishwashers, and under counter ice machine. Every single one has had the repair guy out at least once...the two double ovens they bought...SEVEN visits, THREE control boards and underwhelming performance forced this couple to upgrade their entire kitchen to Viking.....not sure how much but probably in the realm of $40,000.<br /><br />My washing machine went out and I was looking at spending $1,200 until I looked at Consumer Reports...they rated mine high...but they rated a $350 top load machine higher...how could this be? My wife and I hate the front load machines so we decided this economy machine might work....We got it and WOW, it is great. Quiet, efficient and gets clothes clean for a family of six people. Its a GE ?RM1865....?<br /><br />Ramble, ramble, ramble....sorry! I have this microwave(now broken) and instead just buying the same one and pushing it onto the next owners of my house, I will spend $125 more so they don't have the same POS to deal with in two years. I will have to drill new mounting holes and install a new hanging plate on the back of the wall to boot! That's how much I DON'T recommend this or any other Gallery garbage!<br /><br />One more thing...this thing sounds like a Cessna throttling up for takeoff if you turn on the exhaust fan.....we used it a few times at the beginning, but it is just top loud.",8/22/15,NEGATIVE
1134,US,7962524,R1A6L6SCT0IQML,B00YESY55U,634244928,"Refrigerator Door Gasket for Amana, Maytag, AP4013726, PS2007709, 12550115Q",Major Appliances,1,1,1,N,Y,Part didn't fit well at all,"Didn't fit well, fridge still leaks...description had my refrigerator model number but just doesn't fit. It was shipped fast, price was nice but not worth its",8/22/15,NEGATIVE
1135,US,2179955,R2MB0CRRWCOR0R,B0052FXC9Y,102972272,Danby DDW611WLED Countertop Dishwasher - White,Major Appliances,2,0,0,N,N,Go for something else,I guess its better to have someone to wash your dish than this machine. It broke almost all our stuff in one go.,8/22/15,NEGATIVE
1136,US,44017173,R3OJ5Z5W5I6396,B007TTR4GI,117338289,Speed Queen 3.3 Cu. Ft. White Top Load Washer - AWN432,Major Appliances,5,1,1,N,N,I am glad to have found this machine.,"Manufacturer's should watch and learn from this company:  Quality is wonderful.<br /><br />In my adult life, I have owned two washing machines.  The first was a Maytag I purchased in the 1980's that I got rid of to upgrade to a new HE unit.  The replacement (the second I owned) was awful.  I didn't keep it for a month before it was sent back.<br /><br />Because the second unit was such a lemon, I asked the internet what it thought the best washing machine on the market was.  A poster on a forum I frequent pointed me to the Speed Queen.  In my travels, I have often needed to use commercial machines at laundromats. Without fail, they stock the Speed Queen.  After digging deep onto various forums regarding the machines, I was sold.  I have had my SQ unit for a week.  It runs perfect.  It cycles in under 30 minutes, spins clothes dry (unlike the #2 unit I ditched), and cleans them.  The added option of being able to add more water is a plus, but not one that I use.  Thank you Speed Queen and to the guy that sold me my third washing machine I have ever owned (only because the 2nd one was so bad).  I have faith that the unit will last me 25+ years like my previous Maytag did.",8/22/15,POSITIVE
1137,US,51536752,RVNKWSESHAI6L,B00KVNSR1A,251631890,"AKDY 36"" Stainless Steel AZ-627i-PS2-90 Flat Grease Filter Island Mount Range Hood.",Major Appliances,3,1,1,N,Y,Three Stars,The range hood has a broken part when arrive!,8/22/15,NEGATIVE
1138,US,47094340,R33UIEFFS81XXN,B00JV8GLAK,522343662,"Samsung NX58H5600SS 30 In. Freestanding Gas Range with Custom Griddle and 5.8 Cu. Ft. Convection Oven, Stainless Steel",Major Appliances,5,4,8,N,Y,Five Stars,"all was good, showed up on time, was in excellent condition, and am very happy with this unit",8/22/15,POSITIVE
1139,US,11342492,RHQJ7XE68IHMN,B00JJUDKBS,959538485,Haier Portable Washer Caster Rollers wheels 5sets (1 extra bonus)- Hlp21n/hlp23e/hlp21e,Major Appliances,5,2,2,N,Y,"Does as needed, make sure to ""unlock"" wheels!","So I have not had any of the issues others have reported. The only things I can think of is others have either:<br /><br />A: neglected to &#34;unlock&#34; the wheels to the rolling position after arrival. (All wheels come &#34;locked&#34; you need to lift the lever on each one before installing to get them to roll).<br /><br />Or<br /><br />B: they are rolling the washer long distances, over multiple types of floors, and putting too much pressure on the machine while doing this.<br /><br />By no means are these industrial strength but, I installed on my machine (I have one of the larger capacity ones and is heavier than the standard) and have rolled back and forth from my dining room to kitchen (about 5 or 6 feet, transitioning from hardwood to kitchen tile) probably about 10-15 times so far and have had no issues whatsoever. Nothing has broke and at no time is the machine ever unsteady. I do take my time rolling with minimal pressure and make sure to lift very slightly from the transitions between rooms. Again, no issues, machine doesn't rock or move at all during washing, and at no time has anything seemed on the verge of breaking.<br /><br />If neither A or B applies to those who have broken wheels, well then my opinion is you may have just gotten a bad bunch. As long as you're realistic on how much pressure and distance these wheels can take (and you have them set in &#34;unlock&#34; to roll) I foresee no issues with these. It is a much better option than the standard &#34;feet&#34; my machine came with that had me lifting and almost dragging this beast to the kitchen sink multiple times a week.",8/22/15,POSITIVE
1140,US,28113240,R1B2JHL0WWVDK4,B000MAMY20,131665274,"Whynter WC-16S SNO 16 Bottle Wine Cooler, Platinum with Lock",Major Appliances,2,1,2,N,Y,YMMV,"So far the item is functional. That's the best thing I can say about my experience with this.<br />I had to get a replacement after the first one arrived. The first one wouldn't even power up.<br />After the replacement arrived, it came with a big dent in the back.<br />I'd get another replacement, but it's a hassle dealing with a bulky item like this. I'll monitor for a month and if there are any problems with the functionality of the replacement unit, I'll request a replacement.",8/22/15,NEGATIVE
1141,US,21863763,R1OOKM6Q1L1NR,B00CDWTQKI,855136348,"The Laundry Alternative Nina Soft Spin Dryer, Ventless Portable Electric Dryer. 3 Year Warranty, 127V, 60 Hz",Major Appliances,5,0,0,N,Y,Awesome Dryer!!,"I love this dryer.  Works great.  I am using it in the RV for the next few weeks and did a wash load in my portable washer, then put it in here to dry.  It does nit have heat, but it does a great job.  Spins really fast.  Make sure you out a bowl in front of it to catch the water.  , it spilled out over the RV floor and i used a pan.  Took abiut a good hour to get them almost dry and I hung them to finish in the bathroom.  I am thrilled with the unit.  Seller is great to work with. I had a minor issue and they gave me a discount.  Very very professional.  I am impressed with the Seller and this unit.<br /><br />Our RV is a 25', not a lot of space, my dryer fits next to my bed, and washer outside underneath.  I am beyond stoked with both of these.<br />I am a Gadget Girl and this is perfect!!!!!<br /><br />I so recommend them.  I missed my washer/dryer after downsizing RV's.  Now it it great.  If I had more people with me, i woukd use a laundromat, but this is great for me.",8/22/15,POSITIVE
1142,US,48751098,R1J2J1N9B02KZC,B00BGV3EBO,74077438,Dux Industries Tabletop Plucker Chicken Defeather Commercial Cleaning Machine,Major Appliances,5,2,2,N,Y,well worth the price,"this plucker really makes processing chickens and turkeys quicker and much easier than by hand<br /><br />attaching the motor was a little tricky, but i got it done.  A great product exactly as advertised.",8/22/15,POSITIVE
1143,US,36964350,RJ0ZW4QCACVDD,B00D1SZNO6,315917522,"Avanti RA7316PST 2-Door Apartment Size Refrigerator, Black with Platinum Finish",Major Appliances,5,2,2,N,Y,So I am pleased that it worked out,Arrived as promised with features as promised! I needed one exactly this size not an inch bigger!! So I am pleased that it worked out.,8/22/15,POSITIVE
1144,US,13947800,R22HLYRXCYXV3Y,B00VU5G1Y8,270776250,Sale Express-whirlpool PUR Push Button 4396841 Compatible Water Filter Cartridge - Also Fits Pur W10186667 & Whirlpool 4396710p,Major Appliances,5,0,1,N,Y,Five Stars,This is a very economical choice if you have to change your filter monthly.,8/22/15,POSITIVE
1145,US,5496564,R1D7CPSR5ZCI6C,B00IY7BNUW,874236579,Avalon Bay Portable Ice Maker,Major Appliances,5,1,1,N,Y,Very Nice Compact Unit,"Nice little unit,  Fits on counter top under cabinets.  Much smaller than I expected.  Smaller tank, smaller basket compared to my Edgestar but puts out as much ice, cubes are same size, just need to fill and empty it more frequently. I am very pleased w/ it otherwise. In spite of my criticism regarding size it deserves 5 stars for quality and appearance.  Delivery was fast.  Unbelievable packing... could have run over it w/ a tank.  NICE JOB !  Perhaps in stead of &#34; complaining &#34; about the size I should have said  MORE COMPACT than I expected ?",8/22/15,POSITIVE
1146,US,14673992,RLOR86VKRJQ1O,B00OYBRCUW,800010470,Vinyl Quilted Washing Machine Dryer Cover Zippered Zipper Top Dust Colors New !,Major Appliances,4,0,0,N,Y,Four Stars,Good product. I will recommended .,8/22/15,POSITIVE
1147,US,10295660,R2DCZYJZRF0V2O,B00OLUTYKC,668408812,"Wine Enthusiast 272 03 29 Silent 28 Bottle Touchscreen Wine Cooler, Black",Major Appliances,5,26,28,N,Y,Handsome and Very Quiet Wine Fridge,"Handsome, super quiet, easy to use - shelves fit bottles very well, packed very well with excellent directions. Delivery company was very professional,",8/22/15,POSITIVE
1148,US,13073946,R2SYHU2Q3BDSHX,B00IY7BNUW,874236579,Avalon Bay Portable Ice Maker,Major Appliances,2,1,2,N,Y,Two Stars,Too small!!!! Beware,8/22/15,NEGATIVE
1149,US,28412614,RD12TVNYD9RU6,B00K6K80JM,31000039,Igloo Ice Makers.,Major Appliances,1,2,4,N,Y,Painted???,"Upon first look of the box, it looked like the box had several layers of tape, but I was so excited to receive the ice maker. I was hoping this would not be someone else's return. Once out of the box, I was sure it was someone else's return. The description said stainless steel. What I received had been painted and badly! The fan to the motor had also been painted. It looked totally unsafe. It went right back.",8/22/15,NEGATIVE
1150,US,1201879,R10GAN7VLA23OB,B00UZRV9MG,18863528,Portable Compact Washer and Spin Dry Cycle with Built in Pump (33L Washer & 16L Spin Dryer),Major Appliances,5,2,2,N,Y,Five Stars,Works perfect for what I needed it for !!,8/22/15,POSITIVE
1151,US,38788611,R1GFNTT7EKNFVI,B00N1X4W8Y,560127149,Fagor WC118TZ 24-Inch Triple Zone Wine Cooler with Stainless Steel/Glass Reversible Door,Major Appliances,1,2,9,N,Y,Do not buy!,defective they better fix this!!!,8/22/15,NEGATIVE
1152,US,25061725,R2799FMYHWPNUG,B008DJNTF8,708087346,Whirlpool Part Number W10336570: DOOR-COMP,Major Appliances,5,0,0,N,Y,Five Stars,Fit as expected; genuine Whirlpool replacement part.,8/22/15,POSITIVE
1153,US,16338358,RXLTEXCDG1NVD,B00IY7BNUW,874236579,Avalon Bay Portable Ice Maker,Major Appliances,5,1,1,N,Y,Five Stars,Exactly what I expected and works beautifully,8/22/15,POSITIVE
1154,US,15254563,RGA6JA6C4N6LL,B0000CFE32,294467812,Danby  Freestanding Wine Cooler,Major Appliances,4,1,1,N,Y,Perfect Size for an RV!,Perfect for the RV! This is our second one of this model; the first one last about three years. It would probably last longer if used in a home.,8/22/15,POSITIVE
1155,US,26156044,RBE2YIGKYV5ZT,B0054H0YH8,931501270,GE JB705STSS 30 Freestanding Smoothtop Electric Range - Stainless Steel,Major Appliances,4,0,1,N,N,EVerything about the double over in great..,"EVerything about the double over in great...EXCEPT, the stove top does dirty easily and is not easy to clean off. not with the special cloths and waxes/ceaners etc. takes alot to get it clean if you spill anything. other than than that i like the oven alot.",8/22/15,MIXED
1156,US,24188813,R2DPEYV2S9ZOHR,B0064FCQUM,339469698,Viking Range Grate Rubber Feet or Grate Bumper Package of 16 PD040035,Major Appliances,5,0,0,N,Y,Good deal!,Works for Fridgidair stovetop grates as well. Thank you.,8/22/15,POSITIVE
1157,US,44527782,R2EO3VTZDXR7EJ,B0050KJOQ6,389591298,"1 X 3949247 WASHING MACHINE LID SWITCH REPAIR PART FOR WHIRLPOOL, AMANA, MAYTAG, KENMORE AND MORE",Major Appliances,1,0,0,N,Y,"Junk, early failure.","We only do UNDER two loads per week, and the switch lasted less than 2 years.  We don't have any kids, so just decided to bypass<br />the switch with a wire nut splice.  (If they start calling me or my wife &#34;lefty&#34;, you'll  know this switch is responsible).",8/22/15,NEGATIVE
1158,US,22703068,R1RTZSO163DLVF,B00CXNHO06,264093593,Bosch SHE65T56UC 500 Series 24&quot; Wide Recessed Handle Dishwasher with 16 Place Settings Ultraquier 44 dBA AquaStop Leak Protection Load Size Sensor Delay Start Automates Wash Temperature in,Major Appliances,5,4,4,N,Y,Five Stars,It is SO quiet!!! I have run it non stop since I got it!!! Washing everything in the cabinets!!,8/22/15,POSITIVE
1159,US,47988223,R28QRIKJK41Y7K,B0035CD33G,764715976,BOSCH WASHING MACHINE MOTOR LAMINATED CARBON BRUSHES X2 154740,Major Appliances,5,0,0,N,Y,Five Stars,They work OK!,8/22/15,POSITIVE
1160,US,13899139,R1NNUU8ZTUTF4M,B0034JD3XU,457700225,"Whirlpool Part Number 2206671B: Grille, Overflow (Black)",Major Appliances,4,0,0,N,Y,Four Stars,Perfect fit for replacement,8/22/15,POSITIVE
1161,US,46140052,R2AEJTF6KHEAFJ,B008MD2OW4,746281706,"Danby Designer DAR044A1WDD Compact All Refrigerator, 4.4 Cubic Feet",Major Appliances,3,0,0,N,Y,but other than that it is fine.,"The fridge never cools below 40 degrees, so it doesn't work for things that are needed to be cooler, but other than that it<br />is fine.",8/22/15,MIXED
1162,US,20572834,R1UW7UNV8WVVDM,B00ZPL5CCA,260619486,Useful UH-CW160 Automatic Electric Small Mini Portable Compact Washer Washing Machine 8.5 LB Capacity,Major Appliances,5,8,12,N,N,FYI: Useful washer agitator is large and powerful enough to wring soaked tub of laundry effortlessly.,"This washer is excellent. It has both normal and gentle agitation. The drain hose lowers to empty wash, rinse, and extraction water.  Excess water is removed from laundry by lowering the drain hose and selecting either &#34;normal&#34; or &#34;gentle&#34; agitation. The agitator will wring wet laundry by twisting it clockwise and counterclockwise. Once the tub is empty of either wash or rinse water, select &#34;drain&#34; for 5-6 minutes by the timer.  This is an excellent semi-automatic washer. Instead of spinning a basket, the Useful washer employs its oscillating agitator to &#34;twist&#34; soaked laundry. This simulates hand wringing. Importantly, the oscillating action prevents laundry balling or roping as occurs with clockwise only rotation. Individual pieces of laundry can be removed after &#34;twist and drain&#34;.  This is one of the better class of washers. The oscillating agitator not only washes and rinses, but wrings as well.  To conclude, if the oscillating control switch were labeled &#34;wash and wring&#34;, this would probably help. The real problem is that the instructions for this machine state, &#34; (4...drain the water by laying down the drain hose. Twist the laundry...) As with the control switch, there is a very subtle lack of information about the agitator spin wringing. However, there are 3 identical characters on the impeller or agitator that resemble the Easy Washing Machine Co. trademark. Easy marketed the vacuum washing machine. The vacuum bells washed, rinsed, and extracted laundry in the tub of water.  The more complicated washers employ some type of rotary spinning device to extract more water than the agitator wringing method widely possible. However, the superior &#34;twisting&#34; water extraction of the Useful washer prepares damp laundry for either line or machine drying.  I highly recommend JMilesCO.com for professionally qualified sale of the Useful washer. 5 stars across the board --way to go!ross the board --way to go!",8/22/15,POSITIVE
1163,US,41050351,R3VDGMAVXS6N95,B00HZRJVCO,195557176,"Electric Small Mini Portable Compact Washer Washing Machine 110V, 9LB Capacity",Major Appliances,1,0,0,N,Y,So far so good. Used 2 -3 times only,It stopped working after 3 times use. Then the drain hose got broken ( very fragile). I will not recommend it.,8/22/15,NEGATIVE
1164,US,29986746,R3SY69E2AMGUMP,B005HFRZKQ,414319004,"Sunpentown UF-150SS Freezer Stainless, 1.1 Cubic Feet",Major Appliances,2,1,1,N,Y,Two Stars,Sounds like a woodpecker lives inside of it a third of the time.,8/22/15,POSITIVE
1165,US,22389155,RHD0EIULJCELZ,B00O5IRMNQ,667455678,Frigidaire 241798211 Ice Maker Only [241642511],Major Appliances,5,0,0,N,Y,Five Stars,"Well pleased with ice maker, received delivery in timely manner.",8/22/15,POSITIVE
1166,US,531046,R1Q7NRXAVV7UTH,B002GZND6U,493877304,Supco RIM597 Universal Icemaker,Major Appliances,5,0,0,N,Y,Five Stars,the best for your money,8/22/15,POSITIVE
1167,US,11994083,R3964NQVG7YMYY,B00GDIWM4U,725693314,-2 PACK- Replacement for Kenmore 46-9690 Refrigerator Water Filter MADE IN USA,Major Appliances,5,0,0,N,Y,Water tastes great,This fitler improve the taste of my water in NY.,8/22/15,POSITIVE
1168,US,7208246,RPCTV7T62T3DC,B001PAWUWK,764603037,NEW Replacement Part - Frigidaire Washer Drain pump assembly Part# 134051200,Major Appliances,5,0,1,N,N,can this be a replacement part for part number 1 ...,can this be a replacement part for part number 1 3 4 0 6 1 2 0 0? model number atf6 thousand ets1? I have a Frigidaire front loader.,8/21/15,NEUTRAL
1169,US,50495448,R1OFXVYVXZV59P,B001E6LAT4,413923281,Broan-Nutone HCK44 Power Cord Kit For Range Hood,Major Appliances,1,2,4,N,Y,Cord is way to short!,Cord is way to short! - unless you have an outlet 3 feet off the floor go to your local hardware store and buy a 6 or 8 foot appliance cord,8/21/15,NEGATIVE
1170,US,29283181,R4D8SEEJTLYUY,B00KVNZ4PW,547481951,APEX RF-1050 Alkaline Filter Cartridge,Major Appliances,4,1,2,N,Y,It delivers.,Does make the water alkaline. Need to run water through initially to avoid an unpleasant taste but no need for that after about 2 months.,8/21/15,POSITIVE
1171,US,15007081,R2TWT6758LG70V,B005M393OO,992602040,"Aluminum Mesh Washing Machine Lint Trap, 4362",Major Appliances,5,1,1,N,Y,Five Stars,Very workable.,8/21/15,POSITIVE
1172,US,32358449,R2I56J95SR4PNS,B00KO95RVO,767299626,Whynter Stainless Steel Cigar Cooler Humidor,Major Appliances,5,0,0,N,Y,Five Stars,This is a great humidor - works really well.,8/21/15,POSITIVE
1173,US,19871559,R1JFRF1RW8EBJN,B00ODBTQ70,84493776,Supco DE0019A Dryer Heating Element,Major Appliances,5,0,0,N,Y,Five Stars,It fit perfectly and gets really hot so it drys faster,8/21/15,POSITIVE
1174,US,15534166,R202UQE7KHFAX0,B00H3ZH7CO,457548120,"Zappbo¬Æ - MORE FOR LESS 4 X 2.5"" Huge Perfect Ice Balls Value for Money Best Silicone Ice Sphere Maker and Ice Ball Mold for Cocktail,Bourbon,Scotch,Punch,Block,Bottle,Bullets,Candle,Diamond,Bowl,Fred,Guitar,Gun,Luge,Plane,Plastic,Rectangle,Ring,Shot,Skull,Square,Trek,Wars,Swan,Titanic,Cooler,Woman,Stones,Rocks,Chiller,Sculpture,Stick,Coaster,Stainless,Steel,Soapstone,Beer,Muddler",Major Appliances,5,0,0,N,Y,Five Stars,"Very sturdy, perfect size ice",8/21/15,POSITIVE
1175,US,33220295,R3S9VHMKM4L6C7,B008RNPOIU,430777880,Indoor Lint Trap Filter,Major Appliances,5,0,0,N,Y,"This is a real lint trap, unlike other products ...","This is a real lint trap, unlike other products that purport to be, but just blow dust out into the room.  It's solidly built and worth the money.",8/21/15,POSITIVE
1176,US,22994803,R1KJNM95QMMXVO,B009SL5FSY,216356607,"Golden Vantage Stainless Steel 36"" Euro Style Island Mount Range Hood LCD Screen GV-GL-9009-36",Major Appliances,5,6,6,N,Y,Five Stars,Very easy to install arrived on time,8/21/15,POSITIVE
1177,US,34924993,R3E4P1QA25RQ4B,B002ZWR194,892941206,NewAir AW-121E 12-Bottle Thermoelectric Wine Cooler,Major Appliances,4,0,0,N,Y,Poor shelving,The shelves don't move in/out easily with bottles on them and they don't hold wider-based bottles (like pinot noir or bubbles) easily. Disappointing not to be able to keep sparkling bottles in this cooler. Otherwise seems to be working well.,8/21/15,NEGATIVE
1178,US,40666000,R28SI8IGGZ7TE7,B00AW04ZMM,962476921,Panda Small Compact Portable Washing Machine 7.9-15lbs with Spin Cycle ‚Ä¶,Major Appliances,5,2,2,N,Y,2 months and going great!,"Just so you know: I rate things for what they are, not for what they could never be. For instance, this gets 5 stars as a portable washer when no hook up is available not as a replacement for a top of the line hook up washer.  I have been using my Panda Washing Machine with Spin Dryer for 2 months now. It has been wonderful for me living in an apartment with no washer/dryer hook up. When it first arrived I was worried b/c the delivery service had left it upside down in the rain outside of my covered front porch. As soon as I saw it, I brought it in and dried it off as much as possible. I immediately contacted Panda, and they handled my concerns with professionalism and care. It turned out that my drying efforts were sufficient and the machine is operating without hiccups 2 months later, but I still appreciate the customer service I received in the face of my concerns.  Here are some things I have done to get the most out of my washer: 1) I'm using 2 additional filters, 1 floating one that I've tied to the side and one that I've attached to the end of the drain hose. 2) I put it on a coffee table so that when it drains I don't get water stuck in the hose. 3) I use my extendable shower head to fill the washer rather than the hose provided because you have to hold the hose provided the entire time it's filling if you're using hot water. 4) Do not use garment bags. This machine is rough and will tear your delicates and garment bags. I've been using cheese cloth bags with the strings tucked inside and those have been holding up much better. Hope you guys enjoy yours too!",8/21/15,POSITIVE
1179,US,11186649,RZJCEFTHT80YR,B00V5BQXCM,653130540,"Kenmore 9002 46-9002 Compatible Filter, Replacement Refrigerator Water Filter Cartridge, Two Genuine KleenWater Brand Can Holders",Major Appliances,5,0,0,N,Y,Five Stars,Perfect,8/21/15,POSITIVE
1180,US,11315803,R26J5SZASPWI9P,B00SNKU7VQ,197365398,Whirlpool W10295370A Compatible Water Filter - Refrigerator,Major Appliances,1,2,3,N,Y,One Star,This is not compatible to the whirlpool W10295370A the out side diameter is larger than whirlpool W10295370A,8/21/15,NEGATIVE
1181,US,52162254,RDXZRZUAOZ6XV,B002ZV0OJO,892941206,NewAir AW-121E 12-Bottle Thermoelectric Wine Cooler,Major Appliances,1,6,8,N,Y,Beware!  Unit Runs Constantly!,"This wine cooler arrived on schedule, was well packaged and looks great.  So why the one star??  Well it runs constantly.  When it gets to the set temperature it will shut off for maybe a minute or two and then its back running again.  We made sure the ambient temperature in the house met the standards outlined in the manual, along with ensuring the cooler was level and had the appropriate clearances.  Finally we contacted the company and to quote their response &#34;Thank you for contacting NewAir. It is completely normal for the unit to run all the time to keep the wine bottles cool. The unit runs on fans, so in order to maintain temperature the fans need to be running. Please let me know if have any other questions or concerns.&#34;  We contacted them again to clarify they meant it should run 24/7 and the reply was &#34;Yes, the fans will be running constantly.&#34;  Personally we don't think it's appropriate for a cooler to run constantly especially when it has reached the set temperature.  Our refrigerator doesn't do that!  If you don't care that an appliance runs 24/7 then this would probably be a good buy for you.  We, however, are very disappointed in our purchase.<br /><br />One other note - the user manual that comes with the cooler states clearances of 1&#34; all around.  The NewAir website states 5&#34; clearances are needed.  The user manual included states ambient temperatures of around 75-80.  The user manual you can download from the website states 50-80.  Someone at NewAir should review their user manuals and get them in sync.",8/21/15,NEGATIVE
1182,US,43888535,R2XCWHMAKCIF0C,B00CDWTQKI,855136348,"The Laundry Alternative Nina Soft Spin Dryer, Ventless Portable Electric Dryer. 3 Year Warranty, 127V, 60 Hz",Major Appliances,3,1,1,N,Y,Has a strong chemical smell.,"It works fine, but the chemical smell gives me a headache.",8/21/15,MIXED
1183,US,850778,R3QON1M2CSSU9X,B00SNKU7VQ,197365398,Whirlpool W10295370A Compatible Water Filter - Refrigerator,Major Appliances,5,1,1,N,Y,Five Stars,Got it very quick. My husband installed it in less than a minute,8/21/15,POSITIVE
1184,US,21028729,R2KP14SU3OBMVT,B005CBOVAM,965687553,Swift Green - SGF-DSB-30 Refrigerator Filter - 2 Pack (Samsung DA29-00003B Compatible),Major Appliances,1,0,0,N,Y,... filter for my Samsung Refrigerator and it had a bad water taste every time you dispensed water,I got this filter for my Samsung Refrigerator and it had a bad water taste every time you dispensed water. I will stick to Samsung's brand for my water filter.,8/21/15,NEGATIVE
1185,US,35531316,R1NT2M8J7HWPI9,B00KJ07SEM,313983847,GE MWF SmartWater Compatible Water Filter Cartridge - Refrigerator,Major Appliances,5,0,0,N,Y,"Good product, great savings","Received the product quickly, professionally packaged and sealed.  Installed very easily.  I'm very pleased with this purchase, will save lots of money on filters.",8/21/15,POSITIVE
1186,US,29989548,R36YNQJLQQOOR2,B00SNKU7VQ,197365398,Whirlpool W10295370A Compatible Water Filter - Refrigerator,Major Appliances,5,1,1,N,Y,Great product,Great price and perfect fit for our refrigerator.,8/21/15,POSITIVE
1187,US,539155,RFSUYHBUR3301,B002UYSHMM,429051224,Haier HLP21N Pulsator 1-Cubic-Foot Portable Washer,Major Appliances,4,0,2,N,N,Four Stars,HAIER washing machine,8/21/15,NEUTRAL
1188,US,48288344,RM3GNRZHB2DYK,B00DQCK0EU,364350586,"OEM Factory Original FSP Whirlpool Dryer Kit Part # 4392065, with Belt 341241, Idler 691366, Rollers 349241t",Major Appliances,5,0,0,N,Y,Good seller!,"Exact part we needed,  arrived on time and as expected!  Good seller!",8/21/15,POSITIVE
